originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,interactor1,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1growthtemp,interactor1growthtempunit,interactor1acctemp,interactor1acctempunit,interactor1acctempnotes,interactor1acctime,interactor1acctimeunit,interactor1acctimenotes,coordinatetype,latitude,longitude,figuretable,interactor1size,interactor1sizeunit,interactor1sizetype,citation,doi,notes,submittedby,contributoremail,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,9.09,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.75,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,8.57,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.21,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.54,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,35.07,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,35.38,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.69,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.72,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.15,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.37,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.52,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.75,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.07,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.29,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.84,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,19.21,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.74,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,18.98,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.56,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,19.13,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.42,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,21.08,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.94,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,22.76,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.38,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,27.12,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.73,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,28.64,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.81,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,29.3,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.18,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.03,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.33,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.6,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.48,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,30.94,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.75,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.89,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.17,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.47,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.69,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.72,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.1,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.68,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.04,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.23,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.62,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,25.8,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.45,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,24.71,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.1,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,23.77,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.37,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,26.42,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.2,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,25.09,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.61,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,24.51,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.16,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,24.47,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.25,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,25.06,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.77,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,25.17,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.94,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,25.33,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.37,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,22.91,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.52,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,23.42,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,6.52,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,23.93,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.85,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,18.24,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.96,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,17.61,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.81,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,15.9,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,5.25,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,13.25,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.58,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,14.34,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.08,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,13.13,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.97,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,9.59,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.37,uL h-1,,,,,,Hophlosphyrum griseus,,,17,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,8.88,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.41,uL h-1,,,,,,Hophlosphyrum griseus,,,27,Celsius,,,17,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,17.89,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,7.95,uL h-1,,,,,,Hophlosphyrum griseus,,,27,Celsius,,,27,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,12.16,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,10.59,uL h-1,,,,,,Hophlosphyrum griseus,,,27,Celsius,,,27,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,16.97,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
